"","ID","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","Adult","cClass0","cClass1","cClass2","cClass3","cSex","cSurvived","cAdult"
"1686",1686,"Boyes, Mr. John Henry",36,"B","First Class Saloon Steward","","0","m",0,"Victualling",0,"1",312,320,279,702,446,552,3113
"1687",1687,"Bradshaw, Mr. J.A.",43,"S","First Class Plate Steward","","0","m",0,"Victualling",0,"1",313,320,279,702,446,552,3115
"1688",1688,"Brewster, Mr. George H.",48,"B","First Class Bedroom Steward","","0","m",0,"Victualling",0,"1",314,320,279,702,446,552,3117
"1689",1689,"Bride, Mr. Harold Sydney",22,"B","Assistant Telegraphist","B","0","m",0,"Victualling",1,"1",315,320,279,702,446,553,3119
"1690",1690,"Bristow, Mr. Robert Charles",31,"S","Third Class Steward","","1","m",0,"Victualling",0,"1",316,320,279,702,446,553,3121
"1691",1691,"Bristow, Mr. Harry",33,"S","First Class Saloon Steward","","0","m",0,"Victualling",0,"1",317,320,279,702,446,553,3123
"1692",1692,"Brookman, Mr. John",27,"S","Third Class Steward","","0","m",0,"Victualling",0,"1",318,320,279,702,446,553,3125
"1693",1693,"Broom, Mr. H.",33,"B","Bath Steward","","0","m",0,"Victualling",0,"1",319,320,279,702,446,553,3127
"1694",1694,"Broome, Mr. Athol Frederick",30,"S","Verandah Steward","","0","m",0,"Victualling",0,"1",320,320,279,702,446,553,3129
"1695",1695,"Brown, Mr. Edward",34,"B","Saloon Steward","A","0","m",0,"Victualling",1,"1",321,320,279,702,446,554,3131
"1696",1696,"Brown, Mr. Walter James",28,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",322,320,279,702,446,554,3133
"1697",1697,"Buckley, Mr. H.E.",34,"S","Assistant Vegetable Cook","","0","m",0,"Victualling",0,"1",323,320,279,702,446,554,3135
"1698",1698,"Bull, Mr. W.",30,"S","Scullion","","0","m",0,"Victualling",0,"1",324,320,279,702,446,554,3137
"1699",1699,"Bulley, Mr. Henry Ashburnham",21,"S","Boots","","0","m",0,"Victualling",0,"1",325,320,279,702,446,554,3139
"1700",1700,"Bunnell, Mr. Wilfred",20,"B","Plate Steward","","0","m",0,"Victualling",0,"1",326,320,279,702,446,554,3141
"1701",1701,"Burgess, Mr. Charles Reginald",18,"S","Extra Third Baker","15","0","m",0,"Victualling",1,"1",327,320,279,702,446,555,3143
"1702",1702,"Burke, Mr. Richard Edward",30,"B","Lounge Steward","","0","m",0,"Victualling",0,"1",328,320,279,702,446,555,3145
"1703",1703,"Burke, Mr. William",31,"B","Saloon Steward","10","0","m",0,"Victualling",1,"1",329,320,279,702,446,556,3147
"1704",1704,"Burr, Mr. Ewart",29,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",330,320,279,702,446,556,3149
"1705",1705,"Burrage, Mr. Alfred",20,"S","Plate Steward","13","0","m",0,"Victualling",1,"1",331,320,279,702,446,557,3151
"1706",1706,"Butt, Mr. Robert Henry",22,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",332,320,279,702,446,557,3153
"1707",1707,"Butterworth, Mr. John",23,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",333,320,279,702,446,557,3155
"1708",1708,"Byrne, Mr. J.E.",31,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",334,320,279,702,446,557,3157
"1709",1709,"Campbell, Mr. Donald S.",25,"S","Third Class Clerk","","0","m",0,"Victualling",0,"1",335,320,279,702,446,557,3159
"1710",1710,"Carney, Mr. William",31,"S","Lift Steward","","1","m",0,"Victualling",0,"1",336,320,279,702,446,557,3161
"1711",1711,"Cartwright, Mr. James Edward",32,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",337,320,279,702,446,557,3163
"1712",1712,"Casswill, Mr. Charles",32,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",338,320,279,702,446,557,3165
"1713",1713,"Caton, Miss Annie",50,"S","Turkish Bath Stewardess","11","0","f",0,"Victualling",1,"1",339,320,279,702,447,558,3167
"1714",1714,"Caunt, Mr. William Ewart",27,"S","Grill Cook","","0","m",0,"Victualling",0,"1",340,320,279,702,447,558,3169
"1715",1715,"Cave, Mr. Herbert",34,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",341,320,279,702,447,558,3171
"1716",1716,"Cecil, Mr. C.",20,"S","Steward","","0","m",0,"Victualling",0,"1",342,320,279,702,447,558,3173
"1717",1717,"Chapman, Mr. Joseph Charles",32,"S","Boots","9","0","m",0,"Victualling",1,"1",343,320,279,702,447,559,3175
"1718",1718,"Charman, Mr. John",25,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",344,320,279,702,447,559,3177
"1719",1719,"Cheverton, Mr. William Edward",27,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",345,320,279,702,447,559,3179
"1720",1720,"Chitty, Mr. Archibald George",28,"S","Steward","","0","m",0,"Victualling",0,"1",346,320,279,702,447,559,3181
"1721",1721,"Chitty, Mr. George Henry",52,"S","Baker","","0","m",0,"Victualling",0,"1",347,320,279,702,447,559,3183
"1722",1722,"Christmas, Mr. H.",33,"S","Assistant Saloon Steward","","0","m",0,"Victualling",0,"1",348,320,279,702,447,559,3185
"1723",1723,"Coleman, Mr. Albert Edward",28,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",349,320,279,702,447,559,3187
"1724",1724,"Coleman, Mr. John",57,"S","Mess Steward","","1","m",0,"Victualling",0,"1",350,320,279,702,447,559,3189
"1725",1725,"Colgan, Mr. E. Joseph",33,"S","Scullion","13","0","m",0,"Victualling",1,"1",351,320,279,702,447,560,3191
"1726",1726,"Collins, Mr. John",17,"S","Scullion","B","0","m",0,"Victualling",1,"1",352,320,279,702,447,561,3193
"1727",1727,"Conway, Mr. P.W.",25,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",353,320,279,702,447,561,3195
"1728",1728,"Cook, Mr. George",42,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",354,320,279,702,447,561,3197
"1729",1729,"Coombs, Mr. Augustus Charles",38,"S","Cook","","0","m",0,"Victualling",0,"1",355,320,279,702,447,561,3199
"1730",1730,"Corben, Mr. Ernest Theodore",27,"S","Assistant Printer Steward","","0","m",0,"Victualling",0,"1",356,320,279,702,447,561,3201
"1731",1731,"Coutin, Mr. Auguste Louis",28,"S","Entree Cook","","0","m",0,"Victualling",0,"1",357,320,279,702,447,561,3203
"1732",1732,"Cox, Mr. William Denton",29,"S","Steward","","1","m",0,"Victualling",0,"1",358,320,279,702,447,561,3205
"1733",1733,"Crafter, Mr. Frederick",27,"S","Saloon Steward","15","0","m",0,"Victualling",1,"1",359,320,279,702,447,562,3207
"1734",1734,"Crawford, Mr. Alfred",36,"B","Bedroom Steward","8","0","m",0,"Victualling",1,"1",360,320,279,702,447,563,3209
"1735",1735,"Crisp, Mr. Albert Hector",35,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",361,320,279,702,447,563,3211
"1736",1736,"Crispin, Mr. William",32,"S","Glory Hole Steward","","0","m",0,"Victualling",0,"1",362,320,279,702,447,563,3213
"1737",1737,"Crosby, Mr. J. Bertram",42,"S","Turkish Bath Attendant","","0","m",0,"Victualling",0,"1",363,320,279,702,447,563,3215
"1738",1738,"Crowe, Mr. George Frederick",30,"S","Saloon Steward","14","0","m",0,"Victualling",1,"1",364,320,279,702,447,564,3217
"1739",1739,"Crumplin, Mr. Charles",35,"B","Bedroom Steward","","0","m",0,"Victualling",0,"1",365,320,279,702,447,564,3219
"1740",1740,"Cullen, Mr. Charles",45,"B","Bedroom Steward","11","0","m",0,"Victualling",1,"1",366,320,279,702,447,565,3221
"1741",1741,"Cunningham, Mr. Andrew",35,"B","Bedroom Steward","4","0","m",0,"Victualling",1,"1",367,320,279,702,447,566,3223
"1742",1742,"Daniels, Mr. Sidney Edward",18,"S","Steward","B","0","m",0,"Victualling",1,"1",368,320,279,702,447,567,3225
"1743",1743,"Dashwood, Mr. William George",19,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",369,320,279,702,447,567,3227
"1744",1744,"Davies, Mr. Gordon Raleigh",33,"B","Bedroom Steward","","0","m",0,"Victualling",0,"1",370,320,279,702,447,567,3229
"1745",1745,"Davies, Mr. John James",27,"B","Extra 2nd Baker","","1","m",0,"Victualling",0,"1",371,320,279,702,447,567,3231
"1746",1746,"Davies, Mr. Robert J.",26,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",372,320,279,702,447,567,3233
"1747",1747,"Dean, Mr. George H.",19,"S","Assistant Saloon Steward","","1","m",0,"Victualling",0,"1",373,320,279,702,447,567,3235
"1748",1748,"Deeble, Mr. Alfred Arnold",29,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",374,320,279,702,447,567,3237
"1749",1749,"Derrett, Mr. Albert",26,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",375,320,279,702,447,567,3239
"1750",1750,"Deslands, Mr. Percival Stainer",36,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",376,320,279,702,447,567,3241
"1751",1751,"Desvernine, Mr. Louis Gabriel",20,"S","Assistant Pastry Cook","","0","m",0,"Victualling",0,"1",377,320,279,702,447,567,3243
"1752",1752,"Dinenage, Mr. James Richard",47,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",378,320,279,702,447,567,3245
"1753",1753,"Dodd, Mr. George Charles",44,"B","Steward","","0","m",0,"Victualling",0,"1",379,320,279,702,447,567,3247
"1754",1754,"Dolby, Mr. Joseph",36,"B","Reception Room Steward","","0","m",0,"Victualling",0,"1",380,320,279,702,447,567,3249
"1755",1755,"Donoghue, Mr. Frank",35,"B","Bedroom Steward","","0","m",0,"Victualling",0,"1",381,320,279,702,447,567,3251
"1756",1756,"Doughty, Mr. W.",22,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",382,320,279,702,447,567,3253
"1757",1757,"Dunford, Mr. William",41,"S","Hospital Steward","","1","m",0,"Victualling",0,"1",383,320,279,702,447,567,3255
"1758",1758,"Dyer, Mr. William",31,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",384,320,279,702,447,567,3257
"1759",1759,"Edbrooke, Mr. F.",24,"S","Steward","","0","m",0,"Victualling",0,"1",385,320,279,702,447,567,3259
"1760",1760,"Ede, Mr. George B.",22,"S","Steward","","0","m",0,"Victualling",0,"1",386,320,279,702,447,567,3261
"1761",1761,"Edge, Mr. Frederick William",37,"S","Deck Steward","","0","m",0,"Victualling",0,"1",387,320,279,702,447,567,3263
"1762",1762,"Edwards, Mr. Clement",38,"S","Assistant Pantryman Steward","","0","m",0,"Victualling",0,"1",388,320,279,702,447,567,3265
"1763",1763,"Egg, Mr. W.H.",34,"S","Steward","","0","m",0,"Victualling",0,"1",389,320,279,702,447,567,3267
"1764",1764,"Ellis, Mr. John Bertram",30,"S","Assistant Vegetable Cook","2","0","m",0,"Victualling",1,"1",390,320,279,702,447,568,3269
"1765",1765,"Ennis, Mr. Walter",35,"S","Turkish Bath Attendant","","0","m",0,"Victualling",0,"1",391,320,279,702,447,568,3271
"1766",1766,"Etches, Mr. Henry Samuel",41,"B","Bedroom Steward","5","0","m",0,"Victualling",1,"1",392,320,279,702,447,569,3273
"1767",1767,"Evans, Mr. George Richard",32,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",393,320,279,702,447,569,3275
"1768",1768,"Fairall, Mr. Henry",38,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",394,320,279,702,447,569,3277
"1769",1769,"Farrenden, Mr. Ernest John",32,"B","Confectioner","","0","m",0,"Victualling",0,"1",395,320,279,702,447,569,3279
"1770",1770,"Faulkner, Mr. William Stephen",37,"B","Bedroom Steward","11","0","m",0,"Victualling",1,"1",396,320,279,702,447,570,3281
"1771",1771,"Fellowes, Mr. Alfred J.",29,"B","Boots","","1","m",0,"Victualling",0,"1",397,320,279,702,447,570,3283
"1772",1772,"Feltham, Mr. G.",36,"S","Vienna Baker","","0","m",0,"Victualling",0,"1",398,320,279,702,447,570,3285
"1773",1773,"Finch, Mr. Harry",18,"S","Steward","","0","m",0,"Victualling",0,"1",399,320,279,702,447,570,3287
"1774",1774,"Fletcher, Mr. Peter W.",26,"B","Bugler Steward","","0","m",0,"Victualling",0,"1",400,320,279,702,447,570,3289
"1775",1775,"Foley, Mr. William C.",26,"S","Steward","13","0","m",0,"Victualling",1,"1",401,320,279,702,447,571,3291
"1776",1776,"Ford, Mr. Ernest",32,"S","Steward","","0","m",0,"Victualling",0,"1",402,320,279,702,447,571,3293
"1777",1777,"Ford, Mr. F.",37,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",403,320,279,702,447,571,3295
"1778",1778,"Fox, Mr. William Thomas",27,"S","Steward","","1","m",0,"Victualling",0,"1",404,320,279,702,447,571,3297
"1779",1779,"Franklin, Mr. Alan Vincent",29,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",405,320,279,702,447,571,3299
"1780",1780,"Freeman, Mr. Ernest Edward Samuel",43,"B","Deck Steward","","1","m",0,"Victualling",0,"1",406,320,279,702,447,571,3301
"1781",1781,"Geddes, Mr. Richard Charles",31,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",407,320,279,702,447,571,3303
"1782",1782,"Gibbons, Mr. Jacob William",36,"S","Saloon Steward","11","0","m",0,"Victualling",1,"1",408,320,279,702,447,572,3305
"1783",1783,"Giles, Mr. John Robert",30,"S","Baker","","0","m",0,"Victualling",0,"1",409,320,279,702,447,572,3307
"1784",1784,"Gill, Mr. Joseph Stanley",34,"B","Bedroom Steward","","1","m",0,"Victualling",0,"1",410,320,279,702,447,572,3309
"1785",1785,"Gill, Mr. Patrick",38,"S","Ship's Cook","","0","m",0,"Victualling",0,"1",411,320,279,702,447,572,3311
"1786",1786,"Gold, Mrs. Katherine (née Cook)",42,"S","Stewardess","11","0","f",0,"Victualling",1,"1",412,320,279,702,448,573,3313
"1787",1787,"Gollop, Mr. F.",28,"S","Assistant Passage Cook","","0","m",0,"Victualling",0,"1",413,320,279,702,448,573,3315
"1788",1788,"Goshawk, Mr. Arthur James",31,"B","Third Saloon Steward","","0","m",0,"Victualling",0,"1",414,320,279,702,448,573,3317
"1789",1789,"Gregson, Miss Mary",44,"S","Stewardess","16","0","f",0,"Victualling",1,"1",415,320,279,702,449,574,3319
"1790",1790,"Gunn, Mr. Joseph Alfred",28,"S","Assistant Saloon Steward","","1","m",0,"Victualling",0,"1",416,320,279,702,449,574,3321
"1791",1791,"Guy, Mr. Edward John",28,"S","Boots","5","0","m",0,"Victualling",1,"1",417,320,279,702,449,575,3323
"1792",1792,"Halford, Mr. Richard",22,"S","Steward","15","0","m",0,"Victualling",1,"1",418,320,279,702,449,576,3325
"1793",1793,"Hall, Mr. F.A.J.",38,"S","Scullion","","0","m",0,"Victualling",0,"1",419,320,279,702,449,576,3327
"1794",1794,"Hamblyn, Mr. Ernest William",41,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",420,320,279,702,449,576,3329
"1795",1795,"Hamilton, Mr. Ernest",25,"B","Assistant Smoke Room Steward","","0","m",0,"Victualling",0,"1",421,320,279,702,449,576,3331
"1796",1796,"Harding, Mr. A.",20,"S","Assistant Pantry Steward","","0","m",0,"Victualling",0,"1",422,320,279,702,449,576,3333
"1797",1797,"Hardwick, Mr. Reginald",21,"S","Kitchen Porter","11","0","m",0,"Victualling",1,"1",423,320,279,702,449,577,3335
"1798",1798,"Hardy, Mr. John T.",37,"B","Chief 2nd Class Steward","D","0","m",0,"Victualling",1,"1",424,320,279,702,449,578,3337
"1799",1799,"Harris, Mr. Charles William",19,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",425,320,279,702,449,578,3339
"1800",1800,"Harris, Mr. Clifford Henry",16,"S","Bell Boy","","0","m",0,"Victualling",0,"1",426,320,279,702,449,578,3341
"1801",1801,"Harris, Mr. Edward",18,"S","Assistant Pantryman Steward","","0","m",0,"Victualling",0,"1",427,320,279,702,449,578,3343
"1802",1802,"Harrison, Mr. Aragon D.",40,"S","Saloon Steward","9","0","m",0,"Victualling",1,"1",428,320,279,702,449,579,3345
"1803",1803,"Hart, Mr. John Edward",31,"S","Third Class Steward","15","0","m",0,"Victualling",1,"1",429,320,279,702,449,580,3347
"1804",1804,"Hartnell, Mr. Frederick",21,"S","Saloon Steward","11","0","m",0,"Victualling",1,"1",430,320,279,702,449,581,3349
"1805",1805,"Hatch, Mr. Hugh",22,"S","Scullion","","0","m",0,"Victualling",0,"1",431,320,279,702,449,581,3351
"1806",1806,"Hawkesworth, Mr. James",38,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",432,320,279,702,449,581,3353
"1807",1807,"Hawkesworth, Mr. William Walter",38,"S","Deck Steward","","0","m",0,"Victualling",0,"1",433,320,279,702,449,581,3355
"1808",1808,"Hayter, Mr. Arthur",44,"B","Bedroom Steward","","1","m",0,"Victualling",0,"1",434,320,279,702,449,581,3357
"1809",1809,"Heinen, Mr. Joseph",30,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",435,320,279,702,449,581,3359
"1810",1810,"Hendy, Mr. Edward Martin",38,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",436,320,279,702,449,581,3361
"1811",1811,"Hensford, Mr. Herbert George",29,"S","Butcher","","0","m",0,"Victualling",0,"1",437,320,279,702,449,581,3363
"1812",1812,"Hewett, Mr. Thomas",37,"B","Bedroom Steward","","1","m",0,"Victualling",0,"1",438,320,279,702,449,581,3365
"1813",1813,"Hill, Mr. H.P.",36,"S","Steward","","0","m",0,"Victualling",0,"1",439,320,279,702,449,581,3367
"1814",1814,"Hill, Mr. James Colston",38,"B","Bedroom Steward","","1","m",0,"Victualling",0,"1",440,320,279,702,449,581,3369
"1815",1815,"Hinckley, Mr. George",35,"S","Bath Steward","","1","m",0,"Victualling",0,"1",441,320,279,702,449,581,3371
"1816",1816,"Hine, Mr. William Edward",36,"S","Baker","","0","m",0,"Victualling",0,"1",442,320,279,702,449,581,3373
"1817",1817,"Hiscock, Mr. S.",22,"S","Plate Steward","","0","m",0,"Victualling",0,"1",443,320,279,702,449,581,3375
"1818",1818,"Hoare, Mr. Leonard James",21,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",444,320,279,702,449,581,3377
"1819",1819,"Hogg, Mr. Charles William",37,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",445,320,279,702,449,581,3379
"1820",1820,"Hogue, Mr. E.",22,"S","Plate Steward","","0","m",0,"Victualling",0,"1",446,320,279,702,449,581,3381
"1821",1821,"Holland, Mr. Thomas",28,"B","Reception Steward","","0","m",0,"Victualling",0,"1",447,320,279,702,449,581,3383
"1822",1822,"Holloway, Mr. Sidney",20,"S","Clothes Presser","","1","m",0,"Victualling",0,"1",448,320,279,702,449,581,3385
"1823",1823,"Hopkins, Mr. F.",16,"S","Plate Steward","","0","m",0,"Victualling",0,"1",449,320,279,702,449,581,3387
"1824",1824,"House, Mr. William",38,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",450,320,279,702,449,581,3389
"1825",1825,"Howell, Mr. Arthur Albert",31,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",451,320,279,702,449,581,3391
"1826",1826,"Hughes, Mr. William Thomas",33,"S","Steward","","0","m",0,"Victualling",0,"1",452,320,279,702,449,581,3393
"1827",1827,"Humby, Mr. Frederick",16,"S","Plate Steward","","1","m",0,"Victualling",0,"1",453,320,279,702,449,581,3395
"1828",1828,"Humphreys, Mr. Thomas Humphrey",31,"S","Assistant Saloon Steward","","0","m",0,"Victualling",0,"1",454,320,279,702,449,581,3397
"1829",1829,"Hutchinson, Mr. James",29,"S","Vegetable Cook","","1","m",0,"Victualling",0,"1",455,320,279,702,449,581,3399
"1830",1830,"Hyland, Mr. Leo James",19,"S","Steward","11","0","m",0,"Victualling",1,"1",456,320,279,702,449,582,3401
"1831",1831,"Ide, Mr. Harry John",32,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",457,320,279,702,449,582,3403
"1832",1832,"Ingrouille, Mr. Henry",21,"S","Steward","","0","m",0,"Victualling",0,"1",458,320,279,702,449,582,3405
"1833",1833,"Ings, Mr. William Ernest",20,"S","Scullion","","0","m",0,"Victualling",0,"1",459,320,279,702,449,582,3407
"1834",1834,"Jackson, Mr. Cecil",29,"B","Boots","","0","m",0,"Victualling",0,"1",460,320,279,702,449,582,3409
"1835",1835,"Janaway, Mr. William Frank",35,"B","Bedroom Steward","","0","m",0,"Victualling",0,"1",461,320,279,702,449,582,3411
"1836",1836,"Jenner, Mr. Harry",41,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",462,320,279,702,449,582,3413
"1837",1837,"Jensen, Mr. Charles Valdemar",25,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",463,320,279,702,449,582,3415
"1838",1838,"Jessop, Miss Violet Constance",24,"S","Stewardess","16","0","f",0,"Victualling",1,"1",464,320,279,702,450,583,3417
"1839",1839,"Johnson Thorne, Mr. Harry",25,"S","Assistant Ship's Cook","","0","m",0,"Victualling",0,"1",465,320,279,702,450,583,3419
"1840",1840,"Johnston, Mr. James",41,"B","Saloon Steward","2","0","m",0,"Victualling",1,"1",466,320,279,702,450,584,3421
"1841",1841,"Jones, Mr. Albert",17,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",467,320,279,702,450,584,3423
"1842",1842,"Jones, Mr. Arthur Ernest",38,"S","Plate Steward","","0","m",0,"Victualling",0,"1",468,320,279,702,450,584,3425
"1843",1843,"Jones, Mr. H.",29,"S","Roast Cook","","0","m",0,"Victualling",0,"1",469,320,279,702,450,584,3427
"1844",1844,"Jones, Mr. Reginald V.",20,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",470,320,279,702,450,584,3429
"1845",1845,"Joughin, Mr. Charles John",32,"B","Chief Baker","B","0","m",0,"Victualling",1,"1",471,320,279,702,450,585,3431
"1846",1846,"Keen, Mr. Percy Edward",28,"S","Saloon Steward","15","0","m",0,"Victualling",1,"1",472,320,279,702,450,586,3433
"1847",1847,"Kelland, Mr. Thomas",21,"S","Library Steward","","0","m",0,"Victualling",0,"1",473,320,279,702,450,586,3435
"1848",1848,"Kennell, Mr. Charles",30,"S","Hebrew Cook","","0","m",0,"Victualling",0,"1",474,320,279,702,450,586,3437
"1849",1849,"Kerley, Mr. William Thomas",28,"S","Assistant Saloon Steward","A","1","m",0,"Victualling",1,"1",475,320,279,702,450,587,3439
"1850",1850,"Ketchley, Mr. Henry",30,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",476,320,279,702,450,587,3441
"1851",1851,"Kieran, Mr. James W.",32,"S","Chief 3rd Class Steward","","0","m",0,"Victualling",0,"1",477,320,279,702,450,587,3443
"1852",1852,"Kieran, Mr. Michael",31,"S","Storekeeper","","0","m",0,"Victualling",0,"1",478,320,279,702,450,587,3445
"1853",1853,"King, Mr. Alfred",18,"S","Lift Steward","","1","m",0,"Victualling",0,"1",479,320,279,702,450,587,3447
"1854",1854,"King, Mr. Ernest Waldron",28,"S","Clerk","","1","m",0,"Victualling",0,"1",480,320,279,702,450,587,3449
"1855",1855,"King, Mr. G.",20,"S","Scullion","","0","m",0,"Victualling",0,"1",481,320,279,702,450,587,3451
"1856",1856,"Kingscote, Mr. William Ford",43,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",482,320,279,702,450,587,3453
"1857",1857,"Kirkaldy, Mr. Thomas",37,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",483,320,279,702,450,587,3455
"1858",1858,"Kitching, Mr. Arthur Alfred",30,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",484,320,279,702,450,587,3457
"1859",1859,"Klein, Mr. Herbert",33,"S","Second Class Barber","","0","m",0,"Victualling",0,"1",485,320,279,702,450,587,3459
"1860",1860,"Knight, Mr. George",44,"S","Saloon Steward","13","0","m",0,"Victualling",1,"1",486,320,279,702,450,588,3461
"1861",1861,"Knight, Mr. Leonard George",21,"S","Steward","","0","m",0,"Victualling",0,"1",487,320,279,702,450,588,3463
"1862",1862,"Lacey, Mr. Bert W.",21,"S","Assistant Saloon Steward","","1","m",0,"Victualling",0,"1",488,320,279,702,450,588,3465
"1863",1863,"Lake, Mr. William",35,"B","Saloon Steward","","0","m",0,"Victualling",0,"1",489,320,279,702,450,588,3467
"1864",1864,"Lane, Mr. Albert Edward",34,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",490,320,279,702,450,588,3469
"1865",1865,"Latimer, Mr. Andrew L.",55,"B","Chief First Class Steward","","0","m",0,"Victualling",0,"1",491,320,279,702,450,588,3471
"1866",1866,"Lavington, Miss Bessie",39,"S","Stewardess","11","0","f",0,"Victualling",1,"1",492,320,279,702,451,589,3473
"1867",1867,"Lawrence, Mr. Arthur",25,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",493,320,279,702,451,589,3475
"1868",1868,"Leader, Mr. Archie",22,"S","Confectioner","","0","m",0,"Victualling",0,"1",494,320,279,702,451,589,3477
"1869",1869,"Leather, Mrs. Elizabeth May",41,"S","Stewardess","16","0","f",0,"Victualling",1,"1",495,320,279,702,452,590,3479
"1870",1870,"Lefebvre, Mr. Paul Georges",35,"S","Saloon Steward","","1","m",0,"Victualling",0,"1",496,320,279,702,452,590,3481
"1871",1871,"Leonard, Mr. Matthew",26,"B","Steward","","0","m",0,"Victualling",0,"1",497,320,279,702,452,590,3483
"1872",1872,"Levett, Mr. George Alfred",21,"B","Assistant Pantryman","","0","m",0,"Victualling",0,"1",498,320,279,702,452,590,3485
"1873",1873,"Lewis, Mr. Arthur Ernest",27,"S","Steward","15","0","m",0,"Victualling",1,"1",499,320,279,702,452,591,3487
"1874",1874,"Light, Mr. C.",23,"S","Plate Steward","","0","m",0,"Victualling",0,"1",500,320,279,702,452,591,3489
"1875",1875,"Littlejohn, Mr. Alexander James",40,"B","Saloon Steward","13","0","m",0,"Victualling",1,"1",501,320,279,702,452,592,3491
"1876",1876,"Lloyd, Mr. Humphrey",32,"B","Saloon Steward","","1","m",0,"Victualling",0,"1",502,320,279,702,452,592,3493
"1877",1877,"Locke, Mr. A.",33,"S","Scullion","","0","m",0,"Victualling",0,"1",503,320,279,702,452,592,3495
"1878",1878,"Longmuir, Mr. John Dickson",19,"S","Assistant Pantry Steward","","0","m",0,"Victualling",0,"1",504,320,279,702,452,592,3497
"1879",1879,"Lovell, Mr. John",38,"S","Grill Cook","","0","m",0,"Victualling",0,"1",505,320,279,702,452,592,3499
"1880",1880,"Lucas, Mr. William",34,"B","Saloon Steward","A","0","m",0,"Victualling",1,"1",506,320,279,702,452,593,3501
"1881",1881,"Lydiatt, Mr. Charles",38,"S","Saloon Steward","","0","m",0,"Victualling",0,"1",507,320,279,702,452,593,3503
"1882",1882,"Mabey, Mr. J.",23,"S","Steward","","0","m",0,"Victualling",0,"1",508,320,279,702,452,593,3505
"1883",1883,"Mackay, Mr. Charles Donald",34,"B","Saloon Steward","11","0","m",0,"Victualling",1,"1",509,320,279,702,452,594,3507
"1884",1884,"Mackie, Mr. George William",34,"S","Bedroom Steward","","0","m",0,"Victualling",0,"1",510,320,279,702,452,594,3509
"1885",1885,"Major, Mr. Thomas Edgar",35,"B","Bath Steward","","0","m",0,"Victualling",0,"1",511,320,279,702,452,594,3511
"1886",1886,"Mantle, Mr. Roland Frederick",36,"S","Steward","","0","m",0,"Victualling",0,"1",512,320,279,702,452,594,3513
"1887",1887,"Marks, Mr. J.",26,"S","Assistant Pantryman Steward","","0","m",0,"Victualling",0,"1",513,320,279,702,452,594,3515
"1888",1888,"Marriott, Mr. J.W.",20,"S","Assistant Pantryman Steward","","1","m",0,"Victualling",0,"1",514,320,279,702,452,594,3517
"1889",1889,"Marsden, Miss Evelyn",28,"S","Stewardess","16","0","f",0,"Victualling",1,"1",515,320,279,702,453,595,3519
